pathway_id	pathway_name	pathway_reactions	pathway_kos	pathway_compounds
map01065	Biosynthesis of alkaloids derived from histidine and purine			C00020,C00022,C00024,C00026,C00036,C00042,C00085,C00091,C00118,C00119,C00122,C00123,C00130,C00135,C00144,C00149,C00158,C00197,C00267,C00311,C00385,C00388,C00417,C00655,C00668,C01762,C04666,C04677,C04734,C07130,C07474,C07480,C07481,C08262,C16696
map05417	Lipid and atherosclerosis		K00922,K01116,K01370,K01388,K01394,K01403,K02084,K02158,K02159,K02161,K02183,K02187,K02580,K02649,K02677,K02833,K03083,K03156,K03158,K03160,K03161,K03173,K03174,K03175,K03237,K03283,K04077,K04079,K04348,K04353,K04371,K04374,K04379,K04389,K04390,K04391,K04392,K04393,K04396,K04397,K04398,K04399,K04403,K04404,K04426,K04427,K04430,K04431,K04432,K04433,K04440,K04441,K04446,K04447,K04448,K04451,K04452,K04456,K04467,K04513,K04515,K04519,K04564,K04570,K04692,K04721,K04722,K04726,K04729,K04730,K04733,K04734,K04735,K04958,K05399,K05400,K05403,K05405,K05406,K05408,K05409,K05410,K05411,K05414,K05415,K05425,K05482,K05505,K05638,K05641,K05679,K05704,K05725,K05730,K05842,K05854,K05858,K06259,K06268,K06276,K06490,K06494,K06496,K06527,K07209,K07210,K07211,K07408,K07418,K07827,K07828,K07836,K08008,K08009,K08010,K08011,K08012,K08524,K08525,K08526,K08530,K08738,K08757,K08760,K08763,K08852,K08860,K09027,K09054,K09364,K09447,K09487,K09489,K09490,K10030,K10159,K10160,K10169,K10645,K10950,K12330,K12473,K12499,K12650,K12799,K12800,K13242,K14462,K14624,K17332,K17333,K17388,K17683,K17709,K17718,K17719,K19722,K20053,K21421,K26598	C00027,C00076,C00187,C00338,C00422,C00704,C00865,C01245,C02530,C05981,C21011,C21012,C21013,C21014
map05221	Acute myeloid leukemia		K00922,K02158,K02162,K02580,K02620,K02633,K02649,K02833,K03099,K04364,K04365,K04366,K04368,K04369,K04371,K04377,K04391,K04456,K04467,K04490,K04491,K04492,K04503,K04504,K04688,K04692,K04702,K04735,K04736,K05090,K05091,K05092,K05427,K06461,K06498,K06627,K07203,K07205,K07209,K07210,K07827,K07828,K08367,K08527,K08806,K08845,K09055,K09438,K10051,K10053,K10054,K10055,K10056,K10789,K11223,K11224,K21946	C05981
map07013	Cephalosporins - oral agents			C00916
map00360	Phenylalanine metabolism	R00228,R00228,R00686,R00686,R00688,R00688,R00689,R00689,R00690,R00690,R00692,R00692,R00693,R00693,R00694,R00694,R00697,R00697,R00698,R00698,R00699,R00699,R00750,R00750,R00829,R00829,R01370,R01370,R01371,R01371,R01372,R01372,R01374,R01374,R01377,R01377,R01378,R01378,R01582,R01582,R01795,R01795,R02252,R02252,R02254,R02254,R02450,R02450,R02536,R02536,R02537,R02537,R02539,R02539,R02540,R02540,R02576,R02576,R02601,R02601,R02603,R02603,R02611,R02611,R02612,R02612,R02613,R02613,R03369,R03369,R03709,R03709,R04376,R04376,R04899,R04899,R05001,R05001,R05487,R05487,R05841,R05841,R06780,R06780,R06781,R06781,R06782,R06782,R06783,R06783,R06784,R06784,R06785,R06785,R06786,R06786,R06787,R06787,R06788,R06788,R06789,R06789,R06790,R06790,R06791,R06791,R06941,R06941,R06942,R06942,R07222,R07222,R07294,R07294,R09820,R09820,R09836,R09836,R09837,R09837,R09838,R09838,R09839,R09839,R09840,R09840,R11918,R11918	K00055,K00074,K00129,K00146,K00270,K00274,K00276,K00285,K00457,K00500,K00529,K00811,K00812,K00813,K00815,K00817,K00824,K00832,K00838,K01426,K01593,K01666,K01692,K01912,K02554,K02609,K02610,K02611,K02612,K02613,K02614,K02615,K02618,K03334,K03782,K03825,K04073,K05708,K05709,K05710,K05711,K05712,K05713,K05714,K05821,K07253,K10437,K10775,K10797,K11358,K12732,K13064,K13371,K13372,K13574,K14454,K14455,K15517,K15849,K15866,K18355,K18356,K18357,K18358,K18359,K18360,K18361,K18362,K18363,K18606,K21795,K22328,K22427,K23109	C00022,C00024,C00042,C00079,C00082,C00084,C00091,C00122,C00166,C00423,C00512,C00582,C00596,C00601,C00642,C01198,C01772,C02137,C02232,C02265,C02505,C02763,C03519,C03589,C04044,C04148,C04479,C05332,C05593,C05598,C05607,C05629,C05852,C05853,C06207,C07086,C11457,C11588,C12621,C12622,C12623,C12624,C14144,C14145,C15524,C19945,C19946,C19975,C20062
map05224	Breast cancer		K00182,K00312,K00408,K00444,K00445,K00572,K00714,K00922,K01064,K01110,K01357,K01384,K01558,K02085,K02089,K02091,K02105,K02157,K02159,K02235,K02329,K02353,K02354,K02375,K02376,K02432,K02599,K02620,K02649,K02833,K02842,K03068,K03069,K03083,K03096,K03099,K03209,K03511,K04357,K04358,K04361,K04362,K04364,K04365,K04366,K04368,K04369,K04371,K04377,K04379,K04385,K04402,K04448,K04451,K04456,K04469,K04490,K04491,K04492,K04503,K04684,K04688,K05083,K05087,K05091,K05097,K05459,K05473,K06051,K06052,K06054,K06055,K06279,K06618,K06620,K06625,K07203,K07827,K07828,K08550,K08551,K08556,K08775,K08845,K08957,K09091,K09101,K09389,K10140,K10605,K11256,K14021,K17447,K17448,K17449,K17454,K18496,K18497,K20994,K20995,K20996,K21635,K22428,K22429,K22603	C00410,C00951,C05981
map00960	Tropane, piperidine and pyridine alkaloid biosynthesis	R00018,R00018,R00446,R00446,R00447,R00447,R00462,R00462,R00692,R00692,R00694,R00694,R01153,R01153,R01370,R01370,R01371,R01371,R01721,R01721,R02201,R02201,R02203,R02203,R02317,R02317,R02832,R02832,R02861,R02861,R03563,R03563,R03737,R03737,R03812,R03812,R03994,R03994,R04027,R04027,R04175,R04175,R04205,R04205,R05128,R05128,R05129,R05129,R05130,R05130,R05131,R05131,R06724,R06724,R06725,R06725,R06726,R06726,R06728,R06728,R06729,R06729,R06730,R06730,R06731,R06731,R06732,R06732,R06733,R06733,R06734,R06734,R06735,R06735,R06736,R06736,R06737,R06737,R06738,R06738,R06740,R06740,R06741,R06741,R06743,R06743,R06744,R06744,R06779,R06779,R07373,R07373,R07796,R07796,R08414,R08414,R08415,R08415,R08416,R08416,R08417,R08417,R08418,R08418,R08419,R08419,R08420,R08420,R08422,R08422,R08423,R08423,R08424,R08424,R08425,R08425,R08426,R08426,R08427,R08427,R08429,R08429,R08430,R08430,R08432,R08432,R08434,R08434,R09048,R09048,R09049,R09049,R09050,R09050,R09051,R09051,R09052,R09052,R12915,R12915,R12916,R12916,R12954,R12954	K00276,K00660,K00808,K00811,K00812,K00813,K00815,K00817,K00832,K00838,K01582,K05353,K05354,K05821,K08081,K11358,K12692,K13607,K13608,K13609,K13610,K14454,K14455,K15849,K18606,K19064,K19743,K25580,K25581,K25582,K25583,K25584,K25998	C00047,C00079,C00134,C00166,C00253,C00407,C00408,C00450,C00729,C00745,C00783,C01004,C01416,C01456,C01479,C01672,C01746,C01851,C02046,C02066,C02621,C02723,C03239,C03325,C03882,C04076,C04092,C04170,C05607,C06176,C06177,C06178,C06179,C06180,C06181,C06182,C06183,C06184,C06185,C06366,C06521,C06524,C07475,C10126,C10157,C10171,C10173,C10763,C10772,C10773,C10783,C10850,C10858,C10860,C10865,C12440,C12448,C12449,C12450,C12452,C12453,C12454,C12455,C15612,C16257,C16671,C16697,C16933,C18158,C22421,C22430,C22466
map00625	Chloroalkane and chloroalkene degradation	R00603,R00603,R00604,R00604,R00614,R00614,R05233,R05233,R05234,R05234,R05237,R05237,R05238,R05238,R05284,R05284,R05285,R05285,R05286,R05286,R05287,R05287,R05351,R05351,R05367,R05367,R05368,R05368,R05371,R05371,R05372,R05372,R05380,R05380,R05444,R05444,R05496,R05496,R05498,R05498,R05499,R05499,R05500,R05500,R05501,R05501,R05502,R05502,R05503,R05503,R05842,R05842,R06973,R06973,R09128,R09128,R09141,R09141,R09142,R09142,R09143,R09143,R09144,R09144,R09145,R09145,R09146,R09146,R09147,R09147,R09148,R09148,R09149,R09149,R09150,R09150,R09151,R09151,R09152,R09152,R09154,R09154,R09155,R09155,R09156,R09156,R09157,R09157,R09158,R09158,R11897,R11897,R11898,R11898,R11899,R11899,R11900,R11900,R11901,R11901	K00001,K00114,K00121,K00128,K00148,K00531,K01560,K01561,K01563,K02586,K02588,K02591,K03268,K04072,K08726,K13953,K13954,K14028,K14029,K14419,K14420,K14421,K14422,K16268,K17067,K17068,K17070,K18089,K18090,K20625,K21647,K21648,K22353,K22354,K22355,K22356,K22357,K22358,K22359,K22360,K22361,K22362,K22363	C00011,C00024,C00048,C00058,C00067,C00084,C00160,C00209,C00222,C00237,C01380,C01548,C02271,C06547,C06548,C06609,C06610,C06611,C06612,C06613,C06614,C06615,C06752,C06753,C06754,C06755,C06789,C06790,C06791,C06792,C06793,C07490,C11148,C11149,C11150,C14866,C16348,C18246,C18247,C18248,C20303,C21752,C21753
map04973	Carbohydrate digestion and absorption		K00844,K00922,K01084,K01176,K01203,K01229,K01538,K01539,K01540,K02649,K04456,K04625,K04626,K04851,K05858,K07593,K08143,K08171,K12047,K14158,K19662,K19729	C00011,C00031,C00033,C00076,C00089,C00092,C00095,C00124,C00163,C00165,C00208,C00238,C00243,C00246,C00282,C00369,C00707,C00714,C00760,C01330,C01355,C01835,C02049,C05981,C08822,C12284,C12285
map07056	Agents for Alzheimer-type dementia			
map03410	Base excision repair		K01142,K01151,K01246,K01247,K01972,K02324,K02325,K02326,K02327,K02328,K02330,K02332,K02333,K02335,K03504,K03505,K03506,K03512,K03575,K03648,K03649,K03652,K03660,K04799,K04802,K05522,K07462,K07759,K08073,K10563,K10567,K10568,K10569,K10747,K10754,K10755,K10756,K10771,K10773,K10776,K10798,K10800,K10801,K10802,K10803,K10862,K10863,K11687,K13529,K20813,K21929,K24070,K28005	
map00909	Sesquiterpenoid and triterpenoid biosynthesis	R00702,R00702,R02305,R02305,R02306,R02306,R02307,R02307,R02311,R02311,R02872,R02872,R02874,R02874,R02875,R02875,R03265,R03265,R03740,R03740,R03798,R03798,R06466,R06466,R06469,R06469,R06471,R06471,R06523,R06523,R07322,R07322,R07323,R07323,R07630,R07630,R07647,R07647,R07648,R07648,R07649,R07649,R07830,R07830,R08370,R08370,R08371,R08371,R08373,R08373,R08374,R08374,R08540,R08540,R08541,R08541,R08542,R08542,R08545,R08545,R08546,R08546,R08691,R08691,R08695,R08695,R08696,R08696,R08697,R08697,R08851,R08851,R08852,R08852,R08853,R08853,R08854,R08854,R09140,R09140,R09476,R09476,R09487,R09487,R09548,R09548,R09549,R09549,R09573,R09573,R09574,R09574,R09575,R09575,R09576,R09576,R09577,R09577,R09604,R09604,R09608,R09608,R09614,R09614,R09616,R09616,R09618,R09618,R09619,R09619,R09620,R09620,R09623,R09623,R09624,R09624,R09625,R09625,R09626,R09626,R09629,R09629,R09688,R09688,R09689,R09689,R09700,R09700,R09701,R09701,R09709,R09709,R09710,R09710,R09711,R09711,R09712,R09712,R09713,R09713,R09743,R09743,R09814,R09814,R09835,R09835,R09886,R09886,R09889,R09889,R09890,R09890,R09896,R09896,R09907,R09907,R09908,R09908,R09912,R09912,R09913,R09913,R09914,R09914,R09916,R09916,R09917,R09917,R10273,R10273,R10274,R10274,R10412,R10412,R10598,R10598,R10599,R10599	K00511,K00801,K06045,K10156,K10187,K12249,K12250,K12645,K14173,K14174,K14175,K14176,K14177,K14178,K14179,K14180,K14181,K14182,K14183,K14184,K14185,K14186,K15472,K15793,K15794,K15795,K15796,K15797,K15798,K15799,K15800,K15801,K15802,K15803,K15804,K15805,K15806,K15807,K15808,K15809,K15810,K15811,K15812,K15813,K15814,K15815,K15816,K15817,K15818,K15819,K15820,K15821,K15822,K15823,K15891,K15907,K16204,K16205,K16206,K16207,K18109,K18110,K18111,K18112,K19010,K19011,K20561,K20658,K20659,K21927,K21928,K21984,K22064,K22065,K26054	C00448,C00751,C01054,C01126,C01841,C01860,C02004,C03220,C03428,C03461,C06079,C06080,C06083,C06309,C06310,C06394,C07667,C08615,C08616,C08628,C08637,C09382,C09627,C09629,C09665,C09666,C09672,C09684,C09699,C09704,C09723,C09737,C12142,C16028,C16141,C16142,C16143,C16269,C16286,C16775,C16814,C16829,C17277,C17953,C17954,C17955,C18245,C19676,C19678,C19708,C19711,C19732,C19736,C19740,C19742,C19746,C19747,C19748,C19749,C19752,C19753,C19755,C19801,C19819,C19820,C19828,C19829,C19832,C19833,C19834,C19835,C19863,C19908,C19918,C19939,C19973,C19974,C20159,C20163,C20181,C20187,C20191,C20192,C20193,C20195,C20200,C20478,C20479,C20724
map02020	Two-component system		K00027,K00066,K00244,K00245,K00246,K00247,K00370,K00371,K00373,K00374,K00404,K00405,K00406,K00407,K00410,K00411,K00412,K00413,K00424,K00425,K00426,K00494,K00575,K00626,K00689,K00692,K00990,K01034,K01035,K01051,K01077,K01113,K01179,K01425,K01467,K01545,K01546,K01547,K01548,K01643,K01644,K01646,K01791,K01910,K01915,K01991,K02040,K02106,K02252,K02253,K02259,K02279,K02280,K02282,K02283,K02313,K02398,K02402,K02403,K02405,K02406,K02472,K02488,K02489,K02490,K02491,K02556,K02584,K02650,K02651,K02657,K02658,K02659,K02660,K02661,K02667,K02668,K03092,K03367,K03400,K03406,K03407,K03408,K03412,K03413,K03415,K03532,K03533,K03563,K03620,K03739,K03740,K03776,K04751,K04771,K05338,K05339,K05597,K05874,K05875,K05876,K05877,K05964,K05966,K06046,K06080,K06281,K06282,K06347,K06375,K06596,K06597,K06598,K07165,K07260,K07346,K07347,K07636,K07637,K07638,K07639,K07640,K07641,K07642,K07643,K07644,K07645,K07646,K07647,K07648,K07649,K07650,K07651,K07652,K07653,K07654,K07655,K07656,K07657,K07658,K07659,K07660,K07661,K07662,K07663,K07664,K07665,K07666,K07667,K07668,K07669,K07670,K07671,K07672,K07673,K07674,K07675,K07676,K07677,K07678,K07679,K07680,K07681,K07682,K07683,K07684,K07685,K07686,K07687,K07688,K07689,K07690,K07691,K07692,K07693,K07694,K07695,K07696,K07697,K07698,K07699,K07700,K07701,K07702,K07703,K07704,K07705,K07706,K07707,K07708,K07709,K07710,K07711,K07712,K07713,K07714,K07715,K07716,K07717,K07718,K07719,K07720,K07768,K07769,K07770,K07771,K07772,K07773,K07774,K07775,K07776,K07777,K07778,K07780,K07781,K07782,K07783,K07784,K07785,K07786,K07787,K07788,K07789,K07790,K07792,K07793,K07794,K07795,K07796,K07797,K07798,K07799,K07800,K07801,K07803,K07804,K07805,K07806,K07810,K07811,K07813,K08082,K08083,K08177,K08348,K08349,K08350,K08357,K08358,K08359,K08372,K08475,K08476,K08477,K08478,K08479,K08641,K08738,K08926,K08927,K08928,K08929,K08930,K08939,K09474,K09475,K09476,K09477,K09696,K09697,K10001,K10002,K10003,K10004,K10125,K10126,K10255,K10681,K10682,K10697,K10715,K10850,K10851,K10909,K10910,K10911,K10912,K10913,K10914,K10916,K10941,K10942,K10943,K11103,K11230,K11231,K11232,K11233,K11326,K11327,K11328,K11329,K11330,K11331,K11332,K11354,K11355,K11356,K11357,K11382,K11383,K11384,K11443,K11444,K11520,K11521,K11522,K11523,K11524,K11525,K11526,K11601,K11602,K11603,K11614,K11615,K11616,K11617,K11618,K11619,K11620,K11621,K11622,K11623,K11624,K11625,K11626,K11629,K11630,K11631,K11632,K11633,K11634,K11635,K11636,K11637,K11638,K11639,K11640,K11641,K11688,K11689,K11690,K11691,K11692,K11711,K11712,K12292,K12293,K12294,K12295,K12296,K12340,K12415,K12510,K12511,K12530,K12531,K12532,K13040,K13041,K13061,K13486,K13487,K13488,K13489,K13490,K13491,K13532,K13533,K13584,K13587,K13588,K13589,K13598,K13599,K13815,K13816,K13924,K13927,K13991,K13994,K14188,K14205,K14978,K14979,K14980,K14981,K14982,K14983,K14986,K14987,K14988,K14989,K15011,K15012,K15739,K15841,K15850,K15851,K15853,K15854,K15859,K15860,K15861,K15862,K16692,K16712,K16713,K17060,K17061,K18072,K18073,K18093,K18094,K18095,K18321,K18322,K18323,K18324,K18326,K18344,K18345,K18346,K18347,K18348,K18349,K18350,K18351,K18352,K18353,K18354,K18444,K18856,K18866,K18940,K18941,K18986,K18987,K19077,K19078,K19079,K19080,K19081,K19082,K19083,K19084,K19609,K19610,K19611,K19615,K19616,K19617,K19618,K19620,K19621,K19622,K19624,K19641,K19661,K19666,K19667,K19668,K19690,K19691,K19692,K20263,K20264,K20339,K20340,K20482,K20483,K20484,K20485,K20486,K20487,K20488,K20489,K20490,K20491,K20492,K20494,K20552,K20973,K20974,K20975,K20976,K20977,K20978,K21393,K22501,K23236,K23514,K23548,K23549,K23676,K25211,K25212,K25213,K25307,K25864,K27076,K27077,K27078,K27079,K27080,K27105,K27882,K27883,K27884,K27885	C00007,C00009,C00022,C00025,C00031,C00034,C00036,C00038,C00042,C00049,C00064,C00070,C00088,C00092,C00122,C00149,C00158,C00164,C00237,C00238,C00244,C00282,C00291,C00305,C00399,C00533,C00547,C00697,C00788,C00828,C01019,C01104,C01667,C02084,C05757,C05818,C06230,C06689,C06696,C11612,C11842,C11849,C12008,C13768,C14819,C16421,C16463,C16640,C16665,C18206,C21220,C21221,C21241,C21242,C21243,C21245
map04925	Aldosterone synthesis and secretion		K00070,K00498,K00513,K01539,K01540,K02183,K02677,K04166,K04200,K04345,K04374,K04450,K04465,K04515,K04632,K04634,K04635,K04850,K04851,K04853,K04854,K04855,K04856,K04857,K04914,K04919,K04958,K04959,K04960,K04999,K05228,K05850,K05858,K05869,K05870,K06070,K07188,K07433,K08041,K08042,K08043,K08044,K08045,K08046,K08047,K08048,K08049,K08558,K08794,K09047,K09048,K09049,K09053,K09821,K12323,K12334,K12473,K13806,K13885,K16056,K16931,K18050,K18283,K19662,K19663	C00003,C00004,C00005,C00006,C00020,C00076,C00165,C00187,C00219,C00238,C00410,C00575,C00942,C01124,C01245,C01330,C01780,C01953,C02140,C03205,C14777,C14822
map00740	Riboflavin metabolism	R00066,R00066,R00160,R00160,R00161,R00161,R00425,R00425,R00548,R00548,R00549,R00549,R00550,R00550,R01732,R01732,R03458,R03458,R03459,R03459,R04457,R04457,R04458,R04458,R05705,R05705,R05706,R05706,R05707,R05707,R07280,R07280,R07281,R07281,R07306,R07306,R08574,R08574,R09083,R09083,R09374,R09374,R09375,R09375,R09376,R09376,R09377,R09377,R09520,R09520,R09748,R09748,R09750,R09750,R11225,R11225,R12896,R12896,R12897,R12897	K00082,K00299,K00484,K00793,K00794,K00861,K00878,K00953,K01078,K01093,K01497,K01498,K01513,K01515,K02858,K03186,K03788,K04719,K05368,K05901,K07732,K08096,K09474,K11752,K11753,K12152,K14379,K14394,K14410,K14652,K14653,K14654,K14655,K14656,K15245,K16902,K18453,K19285,K19286,K20146,K20860,K20861,K20862,K20884,K21063,K21064,K22393,K22394,K22912,K22949,K23458,K23462,K23470,K25520	C00016,C00044,C00061,C00199,C00235,C00255,C00474,C01007,C01268,C01304,C01352,C01390,C01727,C01847,C03114,C04332,C04454,C04732,C05995,C15556,C15563,C18910,C21214,C21215
map04610	Complement and coagulation cascades		K01300,K01313,K01314,K01315,K01320,K01321,K01323,K01324,K01328,K01330,K01331,K01332,K01333,K01334,K01335,K01343,K01344,K01348,K03898,K03899,K03900,K03901,K03902,K03903,K03904,K03905,K03906,K03907,K03908,K03909,K03910,K03911,K03912,K03913,K03914,K03915,K03916,K03917,K03982,K03983,K03984,K03985,K03986,K03987,K03988,K03989,K03990,K03991,K03992,K03993,K03994,K03995,K03996,K03997,K03998,K03999,K04000,K04001,K04002,K04003,K04004,K04006,K04007,K04008,K04009,K04010,K04011,K04012,K04235,K04236,K06251,K06461,K06462,K06464,K06557,K16643,K17252,K19821,K19822,K23815,K23816,K23817	C00290,C00306,C00471,C00752,C01065,C01715,C02002,C03259,C03262,C03378,C03379,C03780,C04001,C16510,C22531,C22532,C22533,C22534,C22535,C22536,C22537,C22538,C22539,C22540,C22541,C22542,C22543,C22544,C22545,C22546,C22547
map04725	Cholinergic synapse		K00623,K00922,K01049,K02161,K02649,K02677,K02833,K04129,K04130,K04131,K04132,K04133,K04344,K04345,K04347,K04368,K04371,K04374,K04379,K04447,K04456,K04515,K04534,K04536,K04537,K04538,K04539,K04540,K04541,K04542,K04543,K04544,K04545,K04546,K04547,K04548,K04549,K04630,K04634,K04635,K04805,K04806,K04808,K04809,K04813,K04815,K04849,K04850,K04851,K04853,K04857,K04926,K04927,K04928,K04929,K04930,K04958,K04959,K04960,K04996,K04997,K04998,K05000,K05005,K05007,K05703,K05858,K05869,K05870,K07825,K07826,K07827,K07828,K08041,K08042,K08043,K08044,K08045,K08046,K08047,K08048,K08049,K09047,K09048,K14387,K14636,K19662,K19663,K21289,K21290	C00010,C00024,C00033,C00076,C00114,C00165,C00238,C00575,C01245,C01330,C01996,C04637
map03272	Virion - Hepatitis viruses		K01278,K04361,K06087,K06088,K06255,K06460,K06497,K06508,K06528,K06737,K12183,K12194,K12196,K12197,K12200,K12473,K13885,K14341,K15053,K19358,K19476,K21037,K21854,K22271,K22272,K22273,K22274,K22275,K22472,K22497,K22498,K23128,K23129,K24861,K25922,K27798,K27799,K27800,K27801,K27870	C00925
map04624	Toll and Imd signaling pathway		K01446,K02373,K02580,K03362,K04398,K04404,K04427,K04428,K04431,K04432,K04440,K04441,K04448,K04450,K04729,K04730,K04733,K04734,K06689,K07209,K09031,K09254,K09255,K10580,K10704,K13411,K16060,K18809,K20668,K20669,K20670,K20671,K20672,K20673,K20674,K20675,K20676,K20692,K20693,K20694,K20695,K20696,K20697,K20698,K20699,K20700,K20701,K20702,K20703,K24074,K24075,K24076,K24077,K24092,K24093,K24096,K24097	C00027
map05330	Allograft rejection		K01353,K03156,K03160,K03161,K04389,K04390,K04687,K05406,K05412,K05413,K05425,K05428,K05429,K05430,K05443,K06470,K06751,K06752,K06856,K07818,K10784,K10785	C00533
map07213	Dopamine receptor agonists/antagonists			
map00902	Monoterpenoid biosynthesis	R02004,R02004,R02006,R02006,R02007,R02007,R02009,R02009,R02013,R02013,R02177,R02177,R02468,R02468,R02469,R02469,R02470,R02470,R02548,R02548,R02944,R02944,R02994,R02994,R02995,R02995,R03114,R03114,R03261,R03261,R03554,R03554,R03555,R03555,R03556,R03556,R04578,R04578,R05090,R05090,R05765,R05765,R05766,R05766,R05832,R05832,R05833,R05833,R05834,R05834,R05898,R05898,R05899,R05899,R05900,R05900,R06117,R06117,R06119,R06119,R06120,R06120,R06417,R06417,R06418,R06418,R06419,R06419,R06420,R06420,R06421,R06421,R06422,R06422,R07631,R07631,R07632,R07632,R08396,R08396,R08499,R08499,R08500,R08500,R08529,R08529,R08784,R08784,R08785,R08785,R08923,R08923,R08925,R08925,R09702,R09702,R09708,R09708,R09922,R09922,R09923,R09923,R09924,R09924,R09963,R09963,R09971,R09971,R09972,R09972,R10834,R10834,R10835,R10835,R10918,R10918,R10919,R10919,R11055,R11055,R11551,R11551,R11552,R11552,R12182,R12182,R12231,R12231,R12253,R12253,R12517,R12517,R12518,R12518,R12520,R12520	K05525,K07381,K07382,K07384,K07385,K12467,K13400,K15086,K15087,K15088,K15089,K15090,K15091,K15092,K15093,K15094,K15095,K15096,K15097,K15098,K15099,K18108,K20142,K20144,K20618,K20979,K20986,K21069,K21120,K21373,K21374,K21925,K21926,K21938,K22049,K22050,K22208,K23232,K23276,K23810,K23862,K23990	C00341,C00400,C00521,C00553,C00808,C00843,C00848,C00964,C01123,C01433,C01500,C01512,C01765,C01767,C01852,C01957,C02344,C02452,C02462,C02485,C03092,C03190,C04433,C04718,C06066,C06070,C06071,C06074,C06099,C06304,C06305,C06307,C06308,C09769,C09782,C09804,C09844,C09893,C11382,C11383,C11388,C11389,C11393,C11409,C11636,C11672,C11673,C11951,C11952,C17621,C17622,C18025,C18027,C20221,C20789,C20790,C20943,C20944,C21203,C22014,C22225
map04214	Apoptosis - fly		K01527,K02084,K02174,K02561,K03175,K03262,K03386,K04361,K04365,K04371,K04374,K04397,K04398,K04404,K04412,K04426,K04427,K04431,K04440,K04448,K04725,K04727,K04728,K05770,K06030,K06640,K07611,K07827,K07870,K08669,K08738,K08791,K08860,K09031,K09428,K09848,K10149,K10586,K14030,K14034,K16678,K16679,K16686,K16736,K17065,K20008,K20009,K20010,K20014,K20015,K20016,K20017,K20018,K20019,K20216,K24070	C00477
map01523	Antifolate resistance		K00287,K00458,K00560,K00600,K00602,K01307,K01930,K02580,K03156,K04467,K04519,K04735,K05405,K05665,K05666,K05667,K05668,K05673,K05681,K07209,K07210,K11787,K13649,K14609,K14613,K25004	C00020,C00073,C00101,C00119,C00130,C00143,C00144,C00155,C00234,C00364,C00365,C00415,C00440,C00504,C11374,C21279,C21280
map00010	Glycolysis / Gluconeogenesis	R00014,R00014,R00199,R00199,R00200,R00200,R00206,R00206,R00229,R00229,R00235,R00235,R00341,R00341,R00431,R00431,R00658,R00658,R00703,R00703,R00710,R00710,R00711,R00711,R00726,R00726,R00746,R00746,R00754,R00754,R00755,R00755,R00756,R00756,R00762,R00762,R00764,R00764,R00947,R00947,R00959,R00959,R01015,R01015,R01058,R01058,R01061,R01061,R01063,R01063,R01068,R01068,R01196,R01196,R01512,R01512,R01516,R01516,R01518,R01518,R01600,R01600,R01602,R01602,R01662,R01662,R01786,R01786,R01788,R01788,R02187,R02187,R02189,R02189,R02569,R02569,R02738,R02738,R02739,R02739,R03270,R03270,R04394,R04394,R05132,R05132,R05133,R05133,R05134,R05134,R05198,R05198,R05805,R05805,R07159,R07159,R07618,R07618,R09085,R09085,R09086,R09086,R09127,R09127,R09479,R09479,R09532,R09532,R10860,R10860,R13199,R13199	K00001,K00002,K00016,K00114,K00121,K00128,K00129,K00131,K00134,K00138,K00149,K00150,K00161,K00162,K00163,K00169,K00170,K00171,K00172,K00174,K00175,K00189,K00382,K00627,K00844,K00845,K00850,K00873,K00886,K00895,K00918,K00927,K01006,K01007,K01084,K01085,K01086,K01222,K01223,K01568,K01596,K01610,K01622,K01623,K01624,K01689,K01785,K01792,K01803,K01810,K01834,K01835,K01837,K01895,K01905,K01913,K02446,K02753,K02777,K02779,K02791,K03103,K03737,K03841,K04022,K04041,K04072,K06859,K08074,K10705,K11389,K11532,K11645,K12406,K12407,K12957,K13810,K13951,K13952,K13953,K13954,K13979,K13980,K14028,K14029,K14085,K15633,K15634,K15635,K15778,K15779,K15916,K16305,K16306,K16370,K18857,K18978,K20118,K20866,K21071,K22224,K22473,K22474,K24012,K24182,K25026,K27394	C00022,C00024,C00031,C00033,C00036,C00068,C00074,C00084,C00085,C00103,C00111,C00118,C00186,C00197,C00221,C00236,C00267,C00354,C00469,C00631,C00668,C01159,C01172,C01451,C05125,C06186,C06187,C06188,C15972,C15973,C16255
map04550	Signaling pathways regulating pluripotency of stem cells		K00182,K00312,K00408,K00444,K00445,K00572,K00714,K00922,K01064,K01357,K01384,K01558,K02085,K02105,K02157,K02235,K02329,K02353,K02354,K02375,K02376,K02432,K02620,K02649,K02833,K02842,K03083,K03209,K04362,K04364,K04366,K04368,K04369,K04371,K04377,K04385,K04441,K04447,K04456,K04500,K04501,K04662,K04666,K04667,K04668,K04670,K04671,K04673,K04675,K04676,K04680,K04692,K05058,K05060,K05087,K05093,K05094,K05095,K05419,K05459,K07827,K07828,K08026,K08031,K08553,K09063,K09071,K09081,K09222,K09301,K09326,K09354,K09367,K09370,K09378,K10164,K10177,K11138,K11217,K11218,K11305,K11421,K11459,K11460,K11470,K11478,K11487,K11488,K11489,K13567,K13568,K13578,K13596,K14439,K15613,K16790,K16791,K16796,K17693,K17694,K17695,K17846,K18484,K18487,K18489,K18491,K18493,K18497,K18498,K18499,K22687,K22688,K22689,K23605	
